County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status
Albany,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,2012,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Albany,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Albany,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Butorides virescens,Green Heron,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Albany,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Albany,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Chytonix sensilis,Sensitive Chytonix,2016,not listed,not listed,S1S3,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Erynnis martialis,Mottled Duskywing,2015,Special Concern,not listed,S1,G3,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Zanclognatha martha,Pine Barrens Zanclognatha,2016,not listed,not listed,S1S2,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Cleora projecta,Projecta Gray,2015,not listed,not listed,SU,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Zale curema,Black-eyed Zale,2014,not listed,not listed,SU,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Callophrys irus,Frosted Elfin,2017,Threatened,not listed,S1S2,G3,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Erastria coloraria,Broad-lined Catopyrrha,2016,not listed,not listed,S1S2,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Virbia aurantiaca,Orange Holomelina,2015,not listed,not listed,SU,G5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Macrochilo bivittata,Two-striped Cord Grass Moth,2014,not listed,not listed,S1S3,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Renia nemoralis,Chocolate Renia,2016,not listed,not listed,SU,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Chaetaglaea cerata,Waxed Sallow,1990,not listed,not listed,S1S3,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Atrytonopsis hianna,Dusted Skipper,1987,not listed,not listed,S2S3,G4G5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Erynnis persius persius,Persius Duskywing,1963,Endangered,not listed,S1,G5T1T3,Historically Confirmed
Albany,Animal,Butterflies and Moths,Moths,Acronicta albarufa,Barrens Dagger Moth,1983,not listed,not listed,S1,G3G4,Historically Confirmed
Albany,Animal,Butterflies and Moths,Moths,Catocala pretiosa pretiosa,Precious Underwing,not available,not listed,not listed,SH,G4T2,Possible but not Confirmed
Albany,Animal,Butterflies and Moths,Moths,Catocala umbrosa,An Underwing Moth,not available,not listed,not listed,SH,G5,Historically Confirmed
Albany,Animal,Butterflies and Moths,Moths,Cerma cora,Bird Dropping Moth,1990,not listed,not listed,S1S2,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Fagitana littera,Marsh Fern Moth,not available,not listed,not listed,S1S3,G4,Possible but not Confirmed
Albany,Animal,Butterflies and Moths,Moths,Hemileuca maia maia,Inland Barrens Buckmoth,2002,Special Concern,not listed,S1S2,G5T5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Papaipema sp. 2 nr. pterisii,Ostrich Fern Borer Moth,not available,not listed,not listed,S1S3,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Sympistis dentata,Toothed Apharetra,1990,not listed,not listed,S2S4,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Callophrys henrici,Henry's Elfin,2012,Special Concern,not listed,S1,G5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Speranza exonerata,Barrens Itame,2016,not listed,not listed,S1S3,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Anisota senatoria,Orange-striped Oakworm Moth,2014,not listed,not listed,SU,G5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Bagisara rectifascia,Straight Lined Mallow Moth,2014,not listed,not listed,SU,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Paectes abrostolella,A Notodontid Moth,2015,not listed,not listed,S1,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Dargida rubripennis,The Pink Streak,2016,not listed,not listed,SU,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Zale lunifera,Pine Barrens Zale,2014,not listed,not listed,SU,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Plebejus melissa samuelis,Karner Blue,2008,Endangered,Endangered,S1,G5T2,Recently Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Phyciodes batesii batesii,Tawny Crescent,1970,Special Concern,not listed,SH,G4G5T1,Historically Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Satyrium edwardsii,Edwards' Hairstreak,1987,not listed,not listed,S3S4,G5,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Dragonflies,Williamsonia lintneri,Ringed Boghaunter,1874,not listed,not listed,SH,G3,Historically Confirmed
Albany,Animal,Dragonflies and Damselflies,Dragonflies,Stylurus plagiatus,Russet-tipped Clubtail,2009,not listed,not listed,S1,G5,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Dragonflies,Neurocordulia obsoleta,Umber Shadowdragon,2008,not listed,not listed,S1,G5,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Dragonflies,Anax longipes,Comet Darner,2006,not listed,not listed,S2S3,G5,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Dragonflies,Somatochlora kennedyi,Kennedy's Emerald,not available,not listed,not listed,S1S2,G5,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Dragonflies,Gomphus vastus,Cobra Clubtail,2009,not listed,not listed,S1,G5,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Dragonflies,Stylurus amnicola,Riverine Clubtail,1926,not listed,not listed,SH,G4,Historically Confirmed
Albany,Animal,Fish,Sturgeons and Paddlefish,Acipenser oxyrinchus,Atlantic Sturgeon,not available,Protected - no open season,Endangered,S1,G3,Recently Confirmed
Albany,Animal,Fish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner,not available,not listed,not listed,S2?,G3,Historically Confirmed
Albany,Animal,Fish,"Minnows, Shiners, Suckers",Couesius plumbeus,Lake Chub,not available,not listed,not listed,S2S3,G5,Historically Confirmed
Albany,Animal,Fish,Sturgeons and Paddlefish,Acipenser brevirostrum,Shortnose Sturgeon,2013,Endangered,Endangered,S1,G3,Recently Confirmed
Albany,Animal,Mammals,Bats,Myotis sodalis,Indiana Bat,2010,Endangered,Endangered,S1,G2,Recently Confirmed
Albany,Animal,Mammals,Rodents,Neotoma magister,Allegheny Woodrat,not available,Endangered,not listed,S1,G3G4,Extirpated
Albany,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,2014,Threatened,Threatened,S1,G1G2,Recently Confirmed
Albany,Animal,Mammals,Bats,Myotis leibii,Eastern Small-footed Myotis,2011,Special Concern,not listed,S1S3,G4,Recently Confirmed
Albany,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,not available,not listed,not listed,S2S3B,G3G4,Historically Confirmed
Albany,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,not available,not listed,not listed,S1,G2G3,Historically Confirmed
Albany,Animal,Mussels and Clams,Freshwater Mussels,Lampsilis cariosa,Yellow Lampmussel,1890,not listed,not listed,S3,G3G4,Historically Confirmed
Albany,Animal,Mussels and Clams,Freshwater Mussels,Leptodea ochracea,Tidewater Mucket,1890,not listed,not listed,S1,G3G4,Historically Confirmed
Albany,Animal,Mussels and Clams,Freshwater Mussels,Ligumia nasuta,Eastern Pondmussel,1904,not listed,not listed,S2S3,G4,Historically Confirmed
Albany,Animal,Mussels and Clams,Freshwater Mussels,Anodonta implicata,Alewife Floater,1984,not listed,not listed,S1S2,G5,Historically Confirmed
Albany,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Turtles,Clemmys guttata,Spotted Turtle,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Albany,Animal,Reptiles,Turtles,Chrysemys picta,Painted Turtle,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Turtles,Apalone spinifera,Spiny Softshell,not available,Special Concern,not listed,S2S3,G5,Historically Confirmed
Albany,Animal,Reptiles,Snakes,Agkistrodon contortrix,Copperhead,1990-1999,Game with no open season,not listed,S3,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Carphophis amoenus,Eastern Wormsnake,2009,Special Concern,not listed,S2,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Coluber constrictor,Racer,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,not available,Threatened,not listed,S3,G4,Extirpated
Albany,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Heterodon platirhinos,Eastern Hog-nosed Snake,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Nerodia sipedon,Northern Watersnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Opheodrys vernalis,Smooth Green Snake,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Pantherophis spiloides,Eastern Ratsnake,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Thamnophis sauritus,Eastern Ribbonsnake,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Albany,Animal,Reptiles,Turtles,Glyptemys insculpta,Wood Turtle,1990-1999,Special Concern,not listed,S3,G3,Recently Confirmed
Albany,Animal,Reptiles,Turtles,Terrapene carolina,Eastern Box Turtle,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Albany,Animal,Reptiles,Turtles,Sternotherus odoratus,Common Musk Turtle,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Turtles,Graptemys geographica,Common Map Turtle,1990-1999,Game with no open season,not listed,S3,G5,Recently Confirmed
Albany,Animal,Reptiles,Turtles,Glyptemys muhlenbergii,Bog Turtle,1960,Endangered,Threatened,S2,G3,Historically Confirmed
Albany,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Red maple-hardwood swamp,Red Maple-Hardwood Swamp,1998,not applicable,not applicable,S4S5,G5,Recently Confirmed
Albany,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Silver maple-ash swamp,Silver Maple-Ash Swamp,1998,not applicable,not applicable,S3,G4,Recently Confirmed
Albany,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Pine barrens vernal pond,Pine Barrens Vernal Pond,2015,not applicable,not applicable,S2,G3G4,Recently Confirmed
Albany,Natural Community,Tidal Wetlands,Subtidal Wetlands,Tidal river,Tidal River,2000,not applicable,not applicable,S3,G4,Recently Confirmed
Albany,Natural Community,Tidal Wetlands,Intertidal Wetlands,Freshwater intertidal mudflats,Freshwater Intertidal Mudflats,1988,not applicable,not applicable,S2,G3G4,Recently Confirmed
Albany,Natural Community,Tidal Wetlands,Intertidal Wetlands,Freshwater tidal marsh,Freshwater Tidal Marsh,1988,not applicable,not applicable,S2,G3G4,Recently Confirmed
Albany,Natural Community,Uplands,Forested Uplands,Hemlock-northern hardwood forest,Hemlock-Northern Hardwood Forest,2003,not applicable,not applicable,S4,G4G5,Recently Confirmed
Albany,Natural Community,Uplands,Forested Uplands,Pitch pine-oak forest,Pitch Pine-Oak Forest,2008,not applicable,not applicable,S4,G4G5,Recently Confirmed
Albany,Natural Community,Uplands,Open Uplands,Calcareous cliff community,Calcareous Cliff Community,1999,not applicable,not applicable,S3,G4,Recently Confirmed
Albany,Natural Community,Uplands,Open Uplands,Rocky summit grassland,Rocky Summit Grassland,1997,not applicable,not applicable,S3,G3G4,Recently Confirmed
Albany,Natural Community,Uplands,Open Uplands,Shale cliff and talus community,Shale Cliff and Talus Community,2002,not applicable,not applicable,S3,G4,Recently Confirmed
Albany,Natural Community,Uplands,Forested Uplands,Appalachian oak-hickory forest,Appalachian Oak-Hickory Forest,2001,not applicable,not applicable,S4,G4G5,Recently Confirmed
Albany,Natural Community,Uplands,Forested Uplands,Chestnut oak forest,Chestnut Oak Forest,2001,not applicable,not applicable,S4,G5,Recently Confirmed
Albany,Natural Community,Uplands,Forested Uplands,Maple-basswood rich mesic forest,Maple-Basswood Rich Mesic Forest,1999,not applicable,not applicable,S3,G4,Recently Confirmed
Albany,Natural Community,Uplands,Barrens and Woodlands,Limestone woodland,Limestone Woodland,2003,not applicable,not applicable,S2S3,G3G4,Recently Confirmed
Albany,Natural Community,Uplands,Barrens and Woodlands,Pitch pine-scrub oak barrens,Pitch Pine-Scrub Oak Barrens,2008,not applicable,not applicable,S1,G2,Recently Confirmed
Albany,Natural Community,Uplands,Barrens and Woodlands,Red cedar rocky summit,Red Cedar Rocky Summit,1998,not applicable,not applicable,S3,G3G4,Recently Confirmed
Albany,Plant,Conifers,Conifers,Pinus echinata,Shortleaf Pine,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Albany,Plant,Ferns and Fern Allies,Ferns,Pellaea glabella ssp. glabella,Smooth Cliff Brake,2012,Threatened,not listed,S2,G5T5,Recently Confirmed
Albany,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,1929,Threatened,not listed,S2S3,G4,Recently Confirmed
Albany,Plant,Flowering Plants,Sedges,Carex cumulata,Clustered Sedge,1919,Threatened,not listed,S2S3,G4?,Historically Confirmed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens bidentoides,Delmarva Beggar-ticks,2001,Rare,not listed,S3,G3G4,Recently Confirmed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Downy Lettuce,not available,Endangered,not listed,S1,G5?,Possible but not Confirmed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Petasites frigidus var. palmatus,Sweet Coltsfoot,2001,Endangered,not listed,S1,G5T5,Recently Confirmed
Albany,Plant,Flowering Plants,Grasses,Cenchrus tribuloides,Dune Sandspur,1890,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Orchids,Aplectrum hyemale,Puttyroot,1959,Endangered,not listed,S1,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Orchids,Liparis liliifolia,Large Twayblade,1932,Endangered,not listed,S1,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Orchids,Platanthera ciliaris,Orange Fringed Orchid,not available,Endangered,not listed,S1,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,1937,Endangered,not listed,S1,G4,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop,2007,Threatened,not listed,S2S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Agrimonia parviflora,Swamp Agrimony,not available,Rare,not listed,S3,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Agrimonia rostellata,Woodland Agrimony,1933,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Asclepias verticillata,Whorled Milkweed,not available,Rare,not listed,S3,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Cardamine douglassii,Purple Cress,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet,not available,Rare,not listed,S3,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Elatine americana,American Waterwort,1937,Endangered,not listed,S1,G4,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Eriocaulon parkeri,Estuary Hatpins,1936,not listed,not listed,SX,G3,Extirpated
Albany,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens,1991,Threatened,not listed,S2,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,not available,not listed,not listed,S4,G4,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Limosella australis,Mudwort,not available,Rare,not listed,S3,G4G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Linum sulcatum,Yellow Wild Flax,1939,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Lobelia nuttallii,Nuttall's Lobelia,not available,Rare,not listed,S3,G4G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Persicaria careyi,Carey's Smartweed,1955,Endangered,not listed,S1S2,G4,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Polygonum erectum,Erect Knotweed,not available,not listed,not listed,S2S3,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Polygonum tenue,Slender Knotweed,not available,Rare,not listed,S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Sagittaria subulata,Strap-leaf Arrowhead,not available,Rare,not listed,S3,G4,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass,not available,Rare,not listed,S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Schwalbea americana,Chaffseed,1865,not listed,Endangered,SX,G2G3,Extirpated
Albany,Plant,Flowering Plants,Other Flowering Plants,Scutellaria nervosa,Veined Skullcap,not available,not listed,not listed,SX,G5,Possible but not Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Sparganium natans,Small Bur-reed,not available,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Utricularia radiata,Small Floating Bladderwort,not available,Threatened,not listed,S2,G4,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Valeriana uliginosa,Marsh Valerian,1974,Endangered,not listed,S1S2,G4Q,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Veronica peregrina ssp. xalapensis,Neckweed,not available,Rare,not listed,S3,G5T5,Recently Confirmed
